,Unnamed: 0,benchmark,program,optimizer,score,cost,input_tokens,output_tokens,optimizer_cost,optimizer_input_tokens,optimizer_output_tokens
238,238,IReRa,CoT,MIPROv2-lite,10.1,0.9349925000000006,239229,33692,2.384360000000004,530440,105170
239,239,Scone,GeneratorCriticRanker,BootstrapFewShot,98.0,14.744612499999995,3038581,449168,0.0694075,7783,4995
240,240,hover,MultiHopSummarize,BootstrapFewShot,49.6,0.0,7026041,330787,0.0,34311,7948
241,241,HotpotQAConditional,Predict,MIPROv2-lite,0.5,0.2874375,96695,4570,3.0261899999999966,971104,67542
242,242,MATH,CoT,MIPROv2,72.2,4.589189999999999,1308420,270662,43.37286250000001,6344829,3105719
243,243,HumanEval,CoT,Baseline,85.37,0.0,26322,25070,0.0,0,0
244,244,Iris,Predict,BootstrapFewShot,93.33,0.132795,48750,1092,0.00512,1824,56
245,245,HeartDisease,CoTBasedVote,BootstrapFewShot,63.82,3.5285925000000016,1559757,106344,0.0934725,23649,3435
246,246,MATH,CoT,BootstrapFewShotRandomSearch,72.2,6.974370000000001,1241008,255313,63.267929999999886,8895032,3385915
247,247,HeartDisease,CoT,BootstrapFewShot,67.11,0.6373399999999998,276296,20596,0.02044,5304,718
248,248,HotpotQA,CoT,BootstrapFewShot,46.2,1.6808200000000002,483316,47253,0.0111425,2225,558
249,249,Judge,GeneratorCriticRanker,BootstrapFewShotRandomSearch,51.71,14.862872499999993,5175729,610867,79.90176500000014,26984846,3523101
250,250,Judge,CoT,BootstrapFewShot,58.57,4.358697499999997,2131307,87075,0.02861,6840,1151
251,251,HotpotQA,CoT,MIPROv2,45.4,1.1979475000000004,243839,58835,13.682505000000033,2995882,619280
252,252,Scone,GeneratorCriticFuser,MIPROv2,98.8,9.170079999999995,2400508,523137,83.21782749999974,19259126,4893643
253,253,SWEUnderspecified,Predict,MIPROv2-lite,83.75,3.491025000000001,1383042,5182,22.25901499999997,11180311,40774
254,254,MMLU,Predict,MIPROv2,81.8,0.9534824999999996,355521,6468,13.09570000000002,5205019,75945
255,255,Scone,CoT,Baseline,97.0,0.7757649999999997,111838,49617,0.0,0,0
256,256,HotpotQA,CoT,Baseline,41.6,0.7715199999999994,91816,54198,0.0,0,0
257,257,GSM8K,Predict,MIPROv2,96.0,0.0,311090,78278,0.0,3965114,930776
258,258,IReRa,RAG,BootstrapFewShotRandomSearch,81.01,0.6734225000000003,154729,28660,1.395075000000001,327378,57663
259,259,HeartDisease,CoTBasedVote,MIPROv2-lite,69.74,3.0267375000000016,1293795,104169,25.425112500000072,8929981,889440
260,260,HotpotQA,Predict,MIPROv2,35.6,0.8083575000000002,286339,9251,7.163977500000006,2411335,113793
261,261,RAGQAArena,CoT,BootstrapFewShot,50.85,5.500344999999999,1012270,225303,0.0594075,9963,3450
262,262,SWEVerifiedAnnotationTask,UnderspecifiedAnnotationGenerator,MIPROv2-lite,84.75,3.7332350000000014,1205442,71419,44.30957999999992,13046728,333788
263,263,HotpotQAConditional,SimplifiedBaleen,Baseline,3.5,1.2409224999999997,247333,62259,0.0,0,0
264,264,SWEValidity,Predict,BootstrapFewShotRandomSearch,70.25,3.2152049999999988,1483442,5188,79.72192999999976,45844604,74674
265,265,HeartDisease,CoT,MIPROv2-lite,69.74,0.6021600000000003,207440,26580,5.8092225000000015,1773561,229884
266,266,HeartDisease,Predict,MIPROv2,79.61,0.42128,160624,1972,9.238507499999963,3570939,49489
267,267,HotpotQA,GeneratorCriticRanker,Baseline,39.8,6.526902500000008,634713,494012,0.0,0,0
268,268,HumanEval,CoT,BootstrapFewShotRandomSearch,85.37,0.4998749999999999,89462,27622,7.388672499999996,1406937,321661
269,269,hover,Predict,MIPROv2-lite,41.2,0.0,2133557,163263,0.0,11558573,571455
270,270,HeartDisease,CoT,BootstrapFewShotRandomSearch,76.97,0.6638200000000004,255776,28150,11.542084999999988,3711698,425212
271,271,HotpotQAConditional,SimplifiedBaleen,BootstrapFewShotRandomSearch,3.5,1.2409225,247333,62259,58.58549500000006,15352814,1258106
272,272,Scone,Predict,MIPROv2-lite,93.6,0.6532450000000002,235338,6490,2.668422500000005,964519,32720
273,273,HotpotQA,Predict,BootstrapFewShot,36.0,0.7922175000000001,278839,9512,0.0059975,2051,87
